#,VIB ID,Equipment ID,Date,Axial (mm/s),Gear (mm/s),Horizontal (mm/s),Vertical (mm/s)
305,Vb-742.CP110-CDE-RMS,742.CP110,2025-01-02,1.15,,1.13,2.34
306,Vb-742.CP110-CNDE-RMS,742.CP110,2024-12-16,1.64,,1.58,2.7
307,Vb-742.CP110-CNDE-RMS,742.CP110,2025-01-02,1.29,,2.03,2.66
308,Vb-742.CP110-MDE-RMS,742.CP110,2024-12-16,0.99,,1.43,1.64
309,Vb-742.CP110-MDE-RMS,742.CP110,2025-01-02,1.06,,1.16,1.25
310,Vb-742.CP110-MNDE-RMS,742.CP110,2024-12-16,1.03,,1.17,2.44
311,Vb-742.CP110-MNDE-RMS,742.CP110,2025-01-02,1.05,,1.3,1.44
312,Vb-741.CP111-CDE-RMS,741.CP111,2024-12-15,2.79,,4.22,9.44
313,Vb-741.CP111-CDE-RMS,741.CP111,2025-01-19,3.43,,3.52,4.27
314,Vb-741.CP111-CDE-RMS,741.CP111,2025-01-23,3.91,,3.22,4.59
315,Vb-741.CP111-CDE-RMS,741.CP111,2025-01-27,2.93,,3.32,4.34
316,Vb-741.CP111-CNDE-RMS,741.CP111,2024-12-15,3.61,,3.3,4.59
317,Vb-741.CP111-CNDE-RMS,741.CP111,2025-01-19,5.12,,4.2,5.1
318,Vb-741.CP111-CNDE-RMS,741.CP111,2025-01-23,5.58,,3.62,4.55
319,Vb-741.CP111-CNDE-RMS,741.CP111,2025-01-27,5.15,,3.65,5.18
320,Vb-741.CP111-MDE-RMS,741.CP111,2024-12-15,4.29,,2.36,1.59
321,Vb-741.CP111-MDE-RMS,741.CP111,2025-01-19,,,5.63,1.52
322,Vb-741.CP111-MDE-RMS,741.CP111,2025-01-23,2.02,,4.15,1.39
323,Vb-741.CP111-MDE-RMS,741.CP111,2025-01-27,3.68,,4.35,1.92
324,Vb-741.CP111-MNDE-RMS,741.CP111,2024-12-15,2.23,,4.72,1.63
325,Vb-741.CP111-MNDE-RMS,741.CP111,2025-01-19,2.83,,6.85,1.38
326,Vb-741.CP111-MNDE-RMS,741.CP111,2025-01-23,2.08,,3.14,1.56
327,Vb-741.CP111-MNDE-RMS,741.CP111,2025-01-27,2.33,,3.42,1.57
328,Vb-741.CP112-CDE-RMS,741.CP112,2024-12-15,4.52,,3.77,4.68
329,Vb-741.CP112-CNDE-RMS,741.CP112,2024-12-15,5.04,,4.66,3.82
330,Vb-741.CP112-MDE-RMS,741.CP112,2024-12-15,3.47,,3.23,3.71
331,Vb-741.CP112-MNDE-RMS,741.CP112,2024-12-15,3.82,,2.38,2.73
332,Vb-742.CP112-CDE-RMS,742.CP112,2024-12-16,2.72,,2.5,5.27
333,Vb-742.CP112-CNDE-RMS,742.CP112,2024-12-16,9.35,,4.43,8.14
334,Vb-742.CP112-MDE-RMS,742.CP112,2024-12-16,3.27,,1.54,1.3
335,Vb-742.CP112-MNDE-RMS,742.CP112,2024-12-16,1.11,,1.02,0.88
336,Vb-741.CP113-CDE-RMS,741.CP113,2024-12-15,3.75,,6.18,6.03
337,Vb-741.CP113-CDE-RMS,741.CP113,2025-01-27,3.5,,2.74,5.1
338,Vb-741.CP113-CNDE-RMS,741.CP113,2024-12-15,4.09,,8.04,
339,Vb-741.CP113-CNDE-RMS,741.CP113,2025-01-27,,,7.78,2.98
340,Vb-741.CP113-MDE-RMS,741.CP113,2024-12-15,5.6,,2.9,3.29
341,Vb-741.CP113-MDE-RMS,741.CP113,2025-01-27,5.93,,3.41,6.97
342,Vb-741.CP113-MNDE-RMS,741.CP113,2024-12-15,5.75,,5.78,2.7
343,Vb-741.CP113-MNDE-RMS,741.CP113,2025-01-27,7,,6.35,2.7
344,Vb-742.CP113-CDE-RMS,742.CP113,2024-12-16,1.7,,1.13,1.05
345,Vb-742.CP113-CDE-RMS,742.CP113,2025-01-02,2.2,,1.56,0.84
346,Vb-742.CP113-CNDE-RMS,742.CP113,2024-12-16,1.43,,2.18,1.46
347,Vb-742.CP113-CNDE-RMS,742.CP113,2025-01-02,2.37,,2.45,1.7
348,Vb-742.CP113-MDE-RMS,742.CP113,2024-12-16,0.92,,2.41,1.82
349,Vb-742.CP113-MDE-RMS,742.CP113,2025-01-02,0.94,,2.04,1.59
350,Vb-742.CP113-MNDE-RMS,742.CP113,2024-12-16,1.28,,2.09,2.41
351,Vb-742.CP113-MNDE-RMS,742.CP113,2025-01-02,1.66,,1.92,2.21
352,Vb-331.CP280-CDE-RMS,331.CP280,2024-12-15,2.81,,3.79,2.98
353,Vb-331.CP280-CDE-RMS,331.CP280,2025-01-27,2.46,,5.67,2.5
354,Vb-331.CP280-CNDE-RMS,331.CP280,2024-12-15,3.52,,2.76,3.66
355,Vb-331.CP280-CNDE-RMS,331.CP280,2025-01-27,3.49,,4.33,3.28
356,Vb-331.CP280-MDE-RMS,331.CP280,2024-12-15,2.55,,3.76,5.57
357,Vb-331.CP280-MDE-RMS,331.CP280,2025-01-27,2.46,,2.46,1.8
358,Vb-331.CP280-MNDE-RMS,331.CP280,2024-12-15,2.79,,4.95,2.78
359,Vb-331.CP280-MNDE-RMS,331.CP280,2025-01-27,2.42,,3.25,2.27
360,Vb-331.CP281-CDE-RMS,331.CP281,2024-12-15,3.14,,4.03,4.68
361,Vb-331.CP281-CNDE-RMS,331.CP281,2024-12-15,5.43,,4.72,4.83
362,Vb-331.CP281-MDE-RMS,331.CP281,2024-12-15,3.93,,2.91,8.06
363,Vb-331.CP281-MNDE-RMS,331.CP281,2024-12-15,3.73,,7.09,3.47
364,,461.CP525,2024-12-11,1.9,,1.36,1.37
365,,461.CP525,2024-12-11,1.1,,2.39,2.23
366,,461.CP525,2024-12-11,1.04,,1.9,0.76
367,,461.CP525,2024-12-11,0.71,,1.31,1.11
368,Vb-461.CP526-CDE-RMS,461.CP526,2024-12-11,2.04,,2.14,3.26
369,Vb-461.CP526-CNDE-RMS,461.CP526,2024-12-11,2.14,,2.56,1.78
370,Vb-461.CP526-MDE-RMS,461.CP526,2024-12-11,1.65,,1.28,1.32
371,Vb-461.CP526-MNDE-RMS,461.CP526,2024-12-08,,,1.81,
372,Vb-461.CP526-MNDE-RMS,461.CP526,2024-12-11,0.98,,1.9,2.27
373,Vb-331.FN400-FDE-RMS,331.FN400,2024-12-05,0.24,,0.52,0.32
374,Vb-331.FN400-FDE-RMS,331.FN400,2025-01-16,0.54,,1.47,0.54
375,Vb-331.FN400-FDE-RMS,331.FN400,2025-01-17,0.59,,1.96,0.67
376,Vb-331.FN400-FDE-RMS,331.FN400,2025-01-21,0.77,,1.75,0.44
377,Vb-331.FN400-FDE-RMS,331.FN400,2025-01-22,1.14,,3.04,0.52
378,Vb-331.FN400-FDE-RMS,331.FN400,2025-01-29,0.35,,0.59,0.26
379,Vb-331.FN400-FDE-RMS,331.FN400,2025-01-30,0.17,,0.46,0.11
380,Vb-331.FN400-FNDE-RMS,331.FN400,2024-12-05,0.51,,0.48,0.41
381,Vb-331.FN400-FNDE-RMS,331.FN400,2025-01-16,0.91,,1.6,0.51
382,Vb-331.FN400-FNDE-RMS,331.FN400,2025-01-17,1.83,,6.11,1.64
383,Vb-331.FN400-FNDE-RMS,331.FN400,2025-01-21,,,4.78,0.53
384,Vb-331.FN400-FNDE-RMS,331.FN400,2025-01-22,,,2.69,0.55
385,Vb-331.FN400-FNDE-RMS,331.FN400,2025-01-28,,,0.59,
386,Vb-331.FN400-FNDE-RMS,331.FN400,2025-01-29,,,0.58,0.43
387,Vb-331.FN400-FNDE-RMS,331.FN400,2025-01-30,0.28,,0.42,0.39
388,Vb-331.FN400-MDE-RMS,331.FN400,2024-12-05,1.06,,0.26,0.58
389,Vb-331.FN400-MDE-RMS,331.FN400,2025-01-16,0.33,,0.64,0.14
390,Vb-331.FN400-MDE-RMS,331.FN400,2025-01-22,0.3,,1.29,0.28
391,Vb-331.FN400-MDE-RMS,331.FN400,2025-01-29,0.3,,0.33,0.15
392,Vb-331.FN400-MDE-RMS,331.FN400,2025-01-30,0.16,,0.77,0.59
393,Vb-331.FN400-MNDE-RMS,331.FN400,2024-12-05,0.22,,1.07,0.22
394,Vb-331.FN400-MNDE-RMS,331.FN400,2025-01-16,0.2,,0.37,0.31
395,Vb-331.FN400-MNDE-RMS,331.FN400,2025-01-22,0.27,,1.3,0.24
396,Vb-331.FN400-MNDE-RMS,331.FN400,2025-01-29,0.17,,0.3,0.11
397,Vb-331.FN400-MNDE-RMS,331.FN400,2025-01-30,0.15,,0.56,0.14
398,,331.FN400,2024-12-05,1.56,,1,0.66
399,,331.FN400,2025-01-30,0.22,,0.36,0.27
400,,331.FN400,2024-12-05,1.76,,1.22,1.1
401,,331.FN400,2025-01-30,0.35,,0.28,0.27
402,,331.FN400,2024-12-05,1.01,,0.51,0.82
403,,331.FN400,2025-01-30,0.39,,0.31,0.7
404,,331.FN400,2024-12-05,1,,2.83,0.64
405,,331.FN400,2025-01-30,0.79,,0.29,0.26
406,Vb-441.FN.590-FDE-RMS,441.FN590,2024-12-04,,,0.66,
407,Vb-441.FN.590-FDE-RMS,441.FN590,2024-12-05,0.62,,1.69,0.99
408,Vb-441.FN.590-FDE-RMS,441.FN590,2024-12-06,0.72,,1.92,1.11
409,Vb-441.FN.590-FDE-RMS,441.FN590,2024-12-07,0.55,,1.8,0.53
410,Vb-441.FN.590-FDE-RMS,441.FN590,2024-12-08,0.42,,1.65,0.57
411,Vb-441.FN.590-FDE-RMS,441.FN590,2024-12-09,0.54,,1.74,0.53
412,Vb-441.FN.590-FDE-RMS,441.FN590,2024-12-15,0.32,,0.64,0.21
413,Vb-441.FN.590-FDE-RMS,441.FN590,2024-12-17,0.28,,0.66,0.31
414,Vb-441.FN.590-FDE-RMS,441.FN590,2024-12-22,0.24,,0.68,0.21
415,Vb-441.FN.590-FDE-RMS,441.FN590,2025-01-20,0.26,,0.24,0.34
416,Vb-441.FN.590-FDE-RMS,441.FN590,2025-01-27,0.9,,9.11,3.36
417,Vb-441.FN.590-FDE-RMS,441.FN590,2025-01-28,0.21,,0.44,0.3
418,Vb-441.FN.590-FNDE-RMS,441.FN590,2024-12-04,,,1.04,
419,Vb-441.FN.590-FNDE-RMS,441.FN590,2024-12-05,1.2,,3.96,2.33
420,Vb-441.FN.590-FNDE-RMS,441.FN590,2024-12-06,0.83,,3.98,2.93
421,Vb-441.FN.590-FNDE-RMS,441.FN590,2024-12-07,0.62,,4.11,3.34
422,Vb-441.FN.590-FNDE-RMS,441.FN590,2024-12-08,1.16,,3.72,2.92
423,Vb-441.FN.590-FNDE-RMS,441.FN590,2024-12-09,0.99,,3.89,2.02
424,Vb-441.FN.590-FNDE-RMS,441.FN590,2024-12-15,0.27,,1.58,1.16
425,Vb-441.FN.590-FNDE-RMS,441.FN590,2024-12-17,0.24,,1.65,1.38
426,Vb-441.FN.590-FNDE-RMS,441.FN590,2024-12-22,0.24,,1.38,0.94
427,Vb-441.FN.590-FNDE-RMS,441.FN590,2025-01-20,1.44,,0.5,0.37
428,Vb-441.FN.590-FNDE-RMS,441.FN590,2025-01-27,1.59,,3.56,3.36
429,Vb-441.FN.590-FNDE-RMS,441.FN590,2025-01-28,0.42,,0.86,0.43
430,Vb-441.FN.590-MDE-RMS,441.FN590,2024-12-05,0.49,,1.56,0.26
431,Vb-441.FN.590-MDE-RMS,441.FN590,2024-12-08,1.01,,2.46,
432,Vb-441.FN.590-MDE-RMS,441.FN590,2024-12-09,0.52,,2.31,1.03
433,Vb-441.FN.590-MDE-RMS,441.FN590,2024-12-15,0.43,,0.73,0.47
434,Vb-441.FN.590-MDE-RMS,441.FN590,2024-12-17,0.42,,0.78,0.48
435,Vb-441.FN.590-MDE-RMS,441.FN590,2025-01-27,0.6,,0.5,0.37
436,Vb-441.FN.590-MNDE-RMS,441.FN590,2024-12-04,,,0.9,
437,Vb-441.FN.590-MNDE-RMS,441.FN590,2024-12-05,0.43,,1.62,0.22
438,Vb-441.FN.590-MNDE-RMS,441.FN590,2024-12-08,1.39,,1.97,0.3
439,Vb-441.FN.590-MNDE-RMS,441.FN590,2024-12-09,0.37,,2.12,0.26
440,Vb-441.FN.590-MNDE-RMS,441.FN590,2024-12-15,0.27,,0.51,0.36
441,Vb-441.FN.590-MNDE-RMS,441.FN590,2024-12-17,0.29,,0.54,0.39
442,Vb-441.FN.590-MNDE-RMS,441.FN590,2025-01-27,0.33,,0.46,0.17
443,Vb-441.FN.590-MNDE-RMS,441.FN590,2025-01-28,,,0.19,
444,Vb-441.FN.590-S1DE-RMS,441.FN590,2024-12-05,0.79,,1.58,0.82
445,Vb-441.FN.590-S1DE-RMS,441.FN590,2024-12-08,1.01,,2.06,0.55
446,Vb-441.FN.590-S1DE-RMS,441.FN590,2024-12-09,0.86,,1.8,1.06
447,Vb-441.FN.590-S1DE-RMS,441.FN590,2024-12-15,0.41,,0.6,0.48
448,Vb-441.FN.590-S1DE-RMS,441.FN590,2024-12-17,0.49,,0.64,0.29
449,Vb-441.FN.590-S1DE-RMS,441.FN590,2025-01-27,0.36,,0.52,0.33
450,Vb-441.FN.590-S1NDE-RMS,441.FN590,2024-12-05,0.48,,1.58,0.5
451,Vb-441.FN.590-S1NDE-RMS,441.FN590,2024-12-08,0.39,,1.81,1.43
452,Vb-441.FN.590-S1NDE-RMS,441.FN590,2024-12-09,0.47,,1.75,1.19
453,Vb-441.FN.590-S1NDE-RMS,441.FN590,2024-12-15,0.39,,0.61,0.5
454,Vb-441.FN.590-S1NDE-RMS,441.FN590,2024-12-17,0.33,,0.61,0.46
455,Vb-441.FN.590-S1NDE-RMS,441.FN590,2025-01-27,0.42,,0.47,0.59
456,Vb-441.FN.590-S2DE-RMS,441.FN590,2024-12-05,0.66,,1.84,0.79
457,Vb-441.FN.590-S2DE-RMS,441.FN590,2024-12-08,0.74,,1.93,1.46
458,Vb-441.FN.590-S2DE-RMS,441.FN590,2024-12-09,1.15,,1.84,0.61
459,Vb-441.FN.590-S2DE-RMS,441.FN590,2024-12-15,0.64,,0.78,0.62
460,Vb-441.FN.590-S2DE-RMS,441.FN590,2025-01-27,0.62,,0.74,0.5
461,Vb-441.FN.590-S2NDE-RMS,441.FN590,2024-12-05,0.62,,1.44,0.99
462,Vb-441.FN.590-S2NDE-RMS,441.FN590,2024-12-08,0.77,,2.01,1.99
463,Vb-441.FN.590-S2NDE-RMS,441.FN590,2024-12-09,1.05,,1.91,1.28
464,Vb-441.FN.590-S2NDE-RMS,441.FN590,2024-12-15,1.56,,0.59,1.74
465,Vb-441.FN.590-S2NDE-RMS,441.FN590,2025-01-27,0.62,,0.56,0.46
466,Vb-461.PP513-MDE-RMS,461.PP513,2024-12-08,0.3,,0.77,0.47
467,Vb-461.PP513-MNDE-RMS,461.PP513,2024-12-08,0.15,,0.88,0.31
468,Vb-461.PP513-PDE-RMS,461.PP513,2024-12-08,1.16,,2.19,1.76
469,Vb-461.PP513-PNDE-RMS,461.PP513,2024-12-08,0.77,,2.14,0.64
470,Vb-331.FN110-FDE-RMS,331.FN110,2024-12-05,2.2,,1.69,0.99
471,Vb-331.FN110-FDE-RMS,331.FN110,2025-01-21,0.73,,1,0.69
472,Vb-331.FN110-FNDE-RMS,331.FN110,2024-12-05,2.8,,1.59,1.11
473,Vb-331.FN110-FNDE-RMS,331.FN110,2025-01-21,1.37,,1.22,0.53
474,Vb-331.FN110-MDE-RMS,331.FN110,2024-12-05,1.5,,1.46,2.01
475,Vb-331.FN110-MDE-RMS,331.FN110,2025-01-21,0.36,,1.52,0.27
476,Vb-331.FN110-MNDE-RMS,331.FN110,2024-12-05,0.41,,0.25,0.3
477,Vb-331.FN110-MNDE-RMS,331.FN110,2025-01-21,0.53,,0.61,0.96
478,Vb-431.MD140-MDE-RMS,431.MD140,2024-12-09,0.33,,0.36,0.25
479,Vb-431.MD140-MNDE-RMS,431.MD140,2024-12-09,0.22,,0.52,0.16
480,Vb-431.MD140-S1DE-RMS,431.MD140,2024-12-09,0.33,,0.56,0.3
481,Vb-431.MD140-S1NDE-RMS,431.MD140,2024-12-09,0.38,,0.51,0.2
482,Vb-431.MD140-S2DE-RMS,431.MD140,2024-12-09,0.37,,0.71,0.19
483,Vb-431.MD140-S2NDE-RMS,431.MD140,2024-12-09,0.42,,0.41,0.33
484,Vb-431.MD140-S3DE-RMS,431.MD140,2024-12-09,0.67,,0.36,0.41
485,Vb-431.MD140-S3NDE-RMS,431.MD140,2024-12-09,0.39,,0.44,0.47
486,Vb-431.MD140-S4DE-RMS,431.MD140,2024-12-09,0.35,,0.43,0.46
487,Vb-431.MD140-S4NDE-RMS,431.MD140,2024-12-09,0.47,,0.36,0.35
488,Vb-431.MD160-MDE-RMS,431.MD160,2024-12-09,0.31,,0.31,0.68
489,Vb-431.MD160-MNDE-RMS,431.MD160,2024-12-09,0.25,,0.39,0.37
490,Vb-431.MD160-S1DE-RMS,431.MD160,2024-12-09,0.38,,0.37,0.41
491,Vb-431.MD160-S1NDE-RMS,431.MD160,2024-12-09,0.35,,0.3,0.35
492,Vb-431.MD160-S2DE-RMS,431.MD160,2024-12-09,0.39,,0.35,0.33
493,Vb-431.MD160-S2NDE-RMS,431.MD160,2024-12-09,0.4,,0.51,0.32
494,Vb-431.MD160-S3DE-RMS,431.MD160,2024-12-09,0.44,,0.46,0.32
495,Vb-431.MD160-S3NDE-RMS,431.MD160,2024-12-09,0.54,,0.54,0.77
496,Vb-431.MD160-S4DE-RMS,431.MD160,2024-12-09,0.35,,0.42,0.73
497,Vb-431.MD160-S4NDE-RMS,431.MD160,2024-12-09,0.35,,0.39,0.82
498,Vb-431.FN171-FDE-RMS,431.FN171,2024-12-09,1.38,,0.96,0.8
499,Vb-431.FN171-FNDE-RMS,431.FN171,2024-12-09,1.37,,1.21,1.13
500,Vb-431.FN171-MDE-RMS,431.FN171,2024-12-09,2.02,,1.15,1.42
501,Vb-431.FN171-MNDE-RMS,431.FN171,2024-12-09,1.07,,0.75,1.64
502,Vb-431.FN176-FDE-RMS,431.FN176,2024-12-02,0.46,,0.6,0.64
503,Vb-431.FN176-FDE-RMS,431.FN176,2025-01-28,0.31,,0.6,0.4
504,Vb-431.FN176-FNDE-RMS,431.FN176,2024-12-02,0.16,,1.01,0.88
505,Vb-431.FN176-FNDE-RMS,431.FN176,2025-01-28,0.44,,0.81,1.06
506,Vb-431.FN176-MDE-RMS,431.FN176,2024-12-02,0.64,,0.24,0.17
507,Vb-431.FN176-MDE-RMS,431.FN176,2025-01-28,0.45,,0.55,0.53
508,Vb-431.FN176-MNDE-RMS,431.FN176,2024-12-02,0.88,,0.15,0.22
509,Vb-431.FN176-MNDE-RMS,431.FN176,2025-01-28,0.42,,0.38,0.48
510,Vb-461.FN400-FDE-RMS,461.FN400,2024-12-08,0.89,,1.56,1.33
511,Vb-461.FN400-FNDE-RMS,461.FN400,2024-12-08,1.09,,1.25,0.74
512,Vb-461.FN400-MDE-RMS,461.FN400,2024-12-08,0.29,,0.8,0.94
513,Vb-461.FN400-MNDE-RMS,461.FN400,2024-12-08,0.29,,0.5,0.77
514,Vb-641.BE050-MDE-RMS,641.BE050,2024-12-16,3.09,,2.93,2.8
515,Vb-641.BE050-MNDE-RMS,641.BE050,2024-12-16,3.46,,3.83,3.25
516,,641.BE050,2024-12-16,2.92,,2.33,3.56
517,,641.BE050,2024-12-16,1.69,,2.11,3.6
518,,641.BE050,2024-12-16,2.16,,2.77,3.15
519,Vb-642.BE050-MDE-RMS,642.BE050,2024-12-16,5.47,,3.97,4.76
520,Vb-642.BE050-MNDE-RMS,642.BE050,2024-12-16,5.34,,4.6,4.69
521,,642.BE050,2024-12-16,4.56,,2.59,4.66
522,,642.BE050,2024-12-16,1.87,,2.79,4.16
523,,642.BE050,2024-12-16,2.97,,3.77,4.21
524,Vb-643.BE050-MDE-RMS,643.BE050,2024-12-22,4.49,,4.5,3.61
525,Vb-643.BE050-MNDE-RMS,643.BE050,2024-12-22,4.7,,4.55,3.92
526,,643.BE050,2024-12-22,3.82,,2.74,3.77
527,,643.BE050,2024-12-22,2.14,,3.11,3.89
528,,643.BE050,2024-12-22,3.16,,3.85,3.79
529,Vb-644.BE050-MDE-RMS,644.BE050,2024-12-17,4.98,,3.92,3.95
530,Vb-644.BE050-MNDE-RMS,644.BE050,2024-12-17,4.46,,5.2,4.82
531,,644.BE050,2024-12-17,4.53,,3.44,5.54
532,,644.BE050,2024-12-17,2.13,,2.92,5.65
533,,644.BE050,2024-12-17,4.22,,4.69,4.03
534,Vb-645.BE050-MDE-RMS,645.BE050,2024-12-17,3.08,,3.71,3.27
535,Vb-645.BE050-MNDE-RMS,645.BE050,2024-12-17,3.26,,4.62,2.98
536,,645.BE050,2024-12-17,2.83,,2.66,2.77
537,,645.BE050,2024-12-17,2.22,,2.25,2.92
538,,645.BE050,2024-12-17,3.03,,2.76,3.21
539,Vb-646.BE050-MDE-RMS,646.BE050,2024-12-17,6.87,,3.62,3.98
540,Vb-646.BE050-MNDE-RMS,646.BE050,2024-12-17,6.73,,6.01,4.44
541,,646.BE050,2024-12-17,6.64,,3.33,3.64
542,,646.BE050,2024-12-17,2.54,,4.34,4.03
543,,646.BE050,2024-12-17,3.7,,6.88,3.76
544,Vb-641.FN.952-FDE-RMS,641.FN952,2024-12-16,7.17,,4.22,5.59
545,Vb-641.FN.952-FDE-RMS,641.FN952,2025-01-02,4.03,,3.47,5.19
546,Vb-641.FN.952-FNDE-RMS,641.FN952,2024-12-16,7.08,,7.28,4.46
547,Vb-641.FN.952-FNDE-RMS,641.FN952,2025-01-02,3.75,,5.48,3.39
548,Vb-641.FN.952-MDE-RMS,641.FN952,2024-12-16,4.91,,11.12,7.23
549,Vb-641.FN.952-MDE-RMS,641.FN952,2025-01-02,3.29,,8.56,5.52
550,Vb-641.FN.952-MNDE-RMS,641.FN952,2024-12-16,6.08,,5.57,4.75
551,Vb-641.FN.952-MNDE-RMS,641.FN952,2025-01-02,3.62,,3.96,4.44
552,Vb-642.FN.952-FDE-RMS,642.FN952,2024-12-16,1.63,,2.88,3.84
553,Vb-642.FN.952-FDE-RMS,642.FN952,2025-01-02,4.99,,8.3,15.19
554,Vb-642.FN.952-FNDE-RMS,642.FN952,2024-12-16,1.99,,3.68,2.03
555,Vb-642.FN.952-FNDE-RMS,642.FN952,2025-01-02,4.72,,17.18,6.95
556,Vb-642.FN.952-MDE-RMS,642.FN952,2024-12-16,1.88,,5.66,4.81
557,Vb-642.FN.952-MDE-RMS,642.FN952,2025-01-02,4.81,,23.13,4.61
558,Vb-642.FN.952-MNDE-RMS,642.FN952,2024-12-16,2.19,,3.08,3.73
559,Vb-642.FN.952-MNDE-RMS,642.FN952,2025-01-02,6.96,,10.09,21.74
560,Vb-643.FN.952-FDE-RMS,643.FN952,2024-12-16,6.79,,3.9,4.03
561,Vb-643.FN.952-FDE-RMS,643.FN952,2025-01-02,7.93,,3.79,4.11
562,Vb-643.FN.952-FNDE-RMS,643.FN952,2024-12-16,7.12,,6.18,3.26
563,Vb-643.FN.952-FNDE-RMS,643.FN952,2025-01-02,8.21,,6.93,3.28
564,Vb-643.FN.952-MDE-RMS,643.FN952,2024-12-16,2.78,,7.05,4.54
565,Vb-643.FN.952-MDE-RMS,643.FN952,2025-01-02,2.92,,7.11,3.13
566,Vb-643.FN.952-MNDE-RMS,643.FN952,2024-12-16,3.07,,3.09,5.97
567,Vb-643.FN.952-MNDE-RMS,643.FN952,2025-01-02,3.42,,3.29,6.29
568,Vb-644.FN.952-FDE-RMS,644.FN952,2024-12-17,3.01,,2.4,3.21
569,Vb-644.FN.952-FDE-RMS,644.FN952,2025-01-07,1.82,,1.92,1.85
570,Vb-644.FN.952-FNDE-RMS,644.FN952,2024-12-17,2.82,,4.45,3.34
571,Vb-644.FN.952-FNDE-RMS,644.FN952,2025-01-07,2.09,,3.19,3.13
572,Vb-644.FN.952-MDE-RMS,644.FN952,2024-12-17,2.66,,4.18,1.91
573,Vb-644.FN.952-MDE-RMS,644.FN952,2025-01-07,2.47,,2.85,2.15
574,Vb-644.FN.952-MNDE-RMS,644.FN952,2024-12-17,4.59,,1.24,2.74
575,Vb-644.FN.952-MNDE-RMS,644.FN952,2025-01-07,2.16,,1.89,2.57
576,Vb-645.FN.952-FDE-RMS,645.FN952,2024-12-17,2.84,,3.62,5.03
577,Vb-645.FN.952-FDE-RMS,645.FN952,2025-01-07,2.7,,3.44,4.5
578,Vb-645.FN.952-FNDE-RMS,645.FN952,2024-12-17,2.87,,1.74,3.85
579,Vb-645.FN.952-FNDE-RMS,645.FN952,2025-01-07,3.13,,1.84,3.21
580,Vb-645.FN.952-MDE-RMS,645.FN952,2024-12-17,3.53,,5.22,3.94
581,Vb-645.FN.952-MDE-RMS,645.FN952,2025-01-07,5.63,,4.92,3.72
582,Vb-645.FN.952-MNDE-RMS,645.FN952,2024-12-17,3.82,,2.94,3.47
583,Vb-645.FN.952-MNDE-RMS,645.FN952,2025-01-07,4.34,,2.86,6.33
584,Vb-646.FN.952-FDE-RMS,646.FN952,2024-12-17,7.14,,8.43,3.28
585,Vb-646.FN.952-FDE-RMS,646.FN952,2025-01-07,9.48,,8.56,3.7
586,Vb-646.FN.952-FNDE-RMS,646.FN952,2024-12-17,7.61,,7.23,5.4
587,Vb-646.FN.952-FNDE-RMS,646.FN952,2025-01-07,9.69,,8.48,4.92
588,Vb-646.FN.952-MDE-RMS,646.FN952,2024-12-17,8.4,,4.58,5.4
589,Vb-646.FN.952-MDE-RMS,646.FN952,2025-01-07,11.98,,5.9,5.83
590,Vb-646.FN.952-MNDE-RMS,646.FN952,2024-12-17,9.83,,7.2,7.83
591,Vb-646.FN.952-MNDE-RMS,646.FN952,2025-01-07,13.14,,8.08,9.4
592,Vb-431.FN560-MDE-RMS,431.FN560,2024-12-09,2.3,,1.18,1.23
593,Vb-431.FN560-MNDE-RMS,431.FN560,2024-12-09,2.4,,2.02,1.58
594,Vb-451.FN010-FDE-RMS,451.FN010,2024-12-05,2.66,,0.73,1.03
595,Vb-451.FN010-FNDE-RMS,451.FN010,2024-12-05,2.15,,2.16,1.85
596,Vb-451.FN010-MDE-RMS,451.FN010,2024-12-05,0.99,,2.05,1.81
597,Vb-451.FN010-MNDE-RMS,451.FN010,2024-12-05,1.13,,1.03,0.39
598,Vb-321.MD140-GBHSS0,321.MD140,2024-12-08,,2.06,,
599,Vb-321.MD140-GBHSS0,321.MD140,2025-01-29,,1.17,,
600,Vb-321.MD140-GBHSS1,321.MD140,2024-12-08,,3.63,,
601,Vb-321.MD140-GBHSS1,321.MD140,2025-01-29,,3.24,,
602,Vb-321.MD140-GBHSS6,321.MD140,2024-12-08,,3.2,,
603,Vb-321.MD140-GBHSS6,321.MD140,2025-01-29,,2.64,,
604,Vb-321.MD140-MDE-RMS,321.MD140,2024-12-08,1.37,,2.46,2.99
605,Vb-321.MD140-MDE-RMS,321.MD140,2025-01-29,1.09,,1.77,2.62
606,Vb-321.MD140-MNDE-RMS,321.MD140,2024-12-08,1.89,,1.48,1.68
607,Vb-321.MD140-MNDE-RMS,321.MD140,2025-01-29,1.28,,1.12,1.77
608,Vb-321.MD140-RG2,321.MD140,2024-12-08,,2.03,,
609,Vb-321.MD140-RG2,321.MD140,2025-01-29,,1.72,,
610,Vb-321.MD140-RG3,321.MD140,2024-12-08,,1.82,,
611,Vb-321.MD140-RG3,321.MD140,2025-01-29,,1.48,,
612,Vb-321.MD140-RG4,321.MD140,2024-12-08,,2.36,,
613,Vb-321.MD140-RG4,321.MD140,2025-01-29,,1.28,,
614,Vb-321.MD140-RG5,321.MD140,2024-12-08,,1.61,,
615,Vb-321.MD140-RG5,321.MD140,2025-01-29,,2.04,,
616,Vb-321.FN400-FDE-RMS,321.FN400,2024-12-08,1.02,,2.03,1.12
