#,VIB ID,Equipment ID,Date,Axial (mm/s),Gear (mm/s),Horizontal (mm/s),Vertical (mm/s)
2750,Vb-441.FN310-FDE-RMS,441.FN310,2025-07-07,0.61,,1.59,0.83
2751,Vb-441.FN310-FNDE-RMS,441.FN310,2025-07-07,0.6,,0.97,0.87
2752,Vb-441.FN310-MDE-RMS,441.FN310,2025-07-07,1.28,,2.06,1.72
2753,Vb-441.FN310-MNDE-RMS,441.FN310,2025-07-07,0.79,,1.21,1.08
2754,Vb-441.FN315-FDE-RMS,441.FN315,2025-07-07,1.81,,2.44,1.52
2755,Vb-441.FN315-FNDE-RMS,441.FN315,2025-07-07,1.7,,2.79,1.72
2756,Vb-441.FN315-MDE-RMS,441.FN315,2025-07-07,2.91,,2.8,4.22
2757,Vb-441.FN315-MNDE-RMS,441.FN315,2025-07-07,1.81,,2.68,1.84
2758,Vb-441.FN325-FDE-RMS,441.FN325,2025-07-07,0.83,,1.23,1.03
2759,Vb-441.FN325-FNDE-RMS,441.FN325,2025-07-07,1.19,,1.31,1.36
2760,Vb-441.FN325-MDE-RMS,441.FN325,2025-07-07,1.11,,1.46,1.31
2761,Vb-441.FN325-MNDE-RMS,441.FN325,2025-07-07,0.68,,0.69,0.96
2762,Vb-441.FN335-FDE-RMS,441.FN335,2025-07-07,0.84,,0.87,0.55
2763,Vb-441.FN335-FNDE-RMS,441.FN335,2025-07-07,0.48,,1.11,0.9
2764,Vb-441.FN335-MDE-RMS,441.FN335,2025-07-07,0.4,,1.24,1.1
2765,Vb-441.FN335-MNDE-RMS,441.FN335,2025-07-07,0.73,,0.76,0.7
2766,Vb-441.FN340-FDE-RMS,441.FN340,2025-07-07,0.6,,0.4,0.29
2767,Vb-441.FN340-FNDE-RMS,441.FN340,2025-07-07,0.32,,0.54,0.4
2768,Vb-441.FN340-MDE-RMS,441.FN340,2025-07-07,0.35,,0.59,0.66
2769,Vb-441.FN340-MNDE-RMS,441.FN340,2025-07-07,0.17,,0.28,0.39
2770,Vb-441.FN345-FDE-RMS,441.FN345,2025-07-07,1.54,,3.01,2.34
2771,Vb-441.FN345-FNDE-RMS,441.FN345,2025-07-07,4.53,,4.61,4.3
2772,Vb-441.FN345-MDE-RMS,441.FN345,2025-07-07,1.4,,4.15,3.86
2773,Vb-441.FN345-MNDE-RMS,441.FN345,2025-07-07,1.28,,2.94,1.89
2774,Vb-441.FN350-FDE-RMS,441.FN350,2025-07-07,0.62,,0.65,0.48
2775,Vb-441.FN350-FNDE-RMS,441.FN350,2025-07-07,0.7,,0.91,0.77
2776,Vb-441.FN350-MDE-RMS,441.FN350,2025-07-07,1.06,,0.68,0.92
2777,Vb-441.FN350-MNDE-RMS,441.FN350,2025-07-07,0.48,,0.45,0.85
2778,Vb-741.CP110-CDE-RMS,741.CP110,2025-07-08,2.51,,3.62,3.92
2779,Vb-741.CP110-CNDE-RMS,741.CP110,2025-07-08,3.28,,3.52,3.69
2780,Vb-741.CP110-MDE-RMS,741.CP110,2025-07-08,2.8,,2.36,2.81
2781,Vb-741.CP110-MNDE-RMS,741.CP110,2025-07-08,2.43,,2.8,1.4
2782,Vb-742.CP110-CDE-RMS,742.CP110,2025-07-31,1.45,,1.3,1.59
2783,Vb-742.CP110-CNDE-RMS,742.CP110,2025-07-31,1.84,,1.89,3.11
2784,Vb-742.CP110-MDE-RMS,742.CP110,2025-07-31,1.13,,1.04,0.72
2785,Vb-742.CP110-MNDE-RMS,742.CP110,2025-07-31,1.04,,1,1.35
2786,Vb-741.CP111-CDE-RMS,741.CP111,2025-08-07,3.29,,4.32,3.99
2787,Vb-741.CP111-CNDE-RMS,741.CP111,2025-08-07,3.95,,3.91,4.42
2788,Vb-741.CP111-MDE-RMS,741.CP111,2025-08-07,5.19,,2.48,2.6
2789,Vb-741.CP111-MNDE-RMS,741.CP111,2025-08-07,2.72,,8.72,1.84
2790,Vb-742.CP111-CDE-RMS,742.CP111,2025-07-31,4.26,,1.41,2.56
2791,Vb-742.CP111-CNDE-RMS,742.CP111,2025-07-31,4.66,,3.65,4.86
2792,Vb-742.CP111-MDE-RMS,742.CP111,2025-07-31,1.67,,0.75,1.85
2793,Vb-742.CP111-MNDE-RMS,742.CP111,2025-07-31,1.18,,0.79,0.73
2794,Vb-741.CP112-CDE-RMS,741.CP112,2025-07-08,4.54,,4.56,4.21
2795,Vb-741.CP112-CNDE-RMS,741.CP112,2025-07-08,6.02,,3.26,3.64
2796,Vb-741.CP112-MDE-RMS,741.CP112,2025-07-08,3.87,,3.76,2.78
2797,Vb-741.CP112-MNDE-RMS,741.CP112,2025-07-08,3.5,,2.4,1.47
2798,Vb-742.CP112-CDE-RMS,742.CP112,2025-06-25,6.76,,2.79,3.84
2799,Vb-742.CP112-CNDE-RMS,742.CP112,2025-06-25,7.37,,3.31,4.21
2800,Vb-742.CP112-MDE-RMS,742.CP112,2025-06-25,3.01,,1.23,3.9
2801,Vb-742.CP112-MNDE-RMS,742.CP112,2025-06-25,2.19,,0.98,1.5
2802,Vb-741.CP113-CDE-RMS,741.CP113,2025-07-08,4.94,,6.18,6.32
2803,Vb-741.CP113-CNDE-RMS,741.CP113,2025-07-08,7.11,,5.5,4.75
2804,Vb-741.CP113-MDE-RMS,741.CP113,2025-07-08,6.33,,5.42,7.9
2805,Vb-741.CP113-MNDE-RMS,741.CP113,2025-07-08,4.09,,3.77,2.24
2806,Vb-742.CP113-CDE-RMS,742.CP113,2025-06-25,1.7,,,
2807,Vb-742.CP113-CDE-RMS,742.CP113,2025-07-31,,,2.21,0.61
2808,Vb-742.CP113-CNDE-RMS,742.CP113,2025-07-31,1.84,,0.81,0.74
2809,Vb-742.CP113-MDE-RMS,742.CP113,2025-07-31,1.49,,2.2,1.65
2810,Vb-742.CP113-MNDE-RMS,742.CP113,2025-07-31,1.38,,2.06,1.96
2811,Vb-331.CP280-CDE-RMS,331.CP280,2025-07-08,3.28,,6.9,6.63
2812,Vb-331.CP280-CNDE-RMS,331.CP280,2025-07-08,3.92,,2.29,5.05
2813,Vb-331.CP280-MDE-RMS,331.CP280,2025-07-08,3.5,,2.18,2
2814,Vb-331.CP280-MNDE-RMS,331.CP280,2025-07-08,3.03,,3.75,3.6
2815,Vb-331.CP281-CDE-RMS,331.CP281,2025-08-07,14.79,,20.45,20
2816,Vb-331.CP281-CNDE-RMS,331.CP281,2025-08-07,18.43,,13.24,16.34
2817,Vb-331.CP281-MDE-RMS,331.CP281,2025-08-07,5.78,,11.84,7.46
2818,Vb-331.CP281-MNDE-RMS,331.CP281,2025-08-07,11.52,,24.93,11.48
2819,Vb-331.CP282-CDE-RMS,331.CP282,2025-07-08,6.41,,6.64,6.79
2820,Vb-331.CP282-CNDE-RMS,331.CP282,2025-07-08,9.16,,8.34,6.93
2821,Vb-331.CP282-MDE-RMS,331.CP282,2025-07-08,5.71,,7.41,3.82
2822,Vb-331.CP282-MNDE-RMS,331.CP282,2025-07-08,5.12,,6.66,2.79
2823,Vb-461.CP524-CDE-RMS,461.CP524,2025-07-13,2.31,,1.34,1.41
2824,Vb-461.CP524-CNDE-RMS,461.CP524,2025-07-13,2.32,,3.6,2.19
2825,Vb-461.CP524-MDE-RMS,461.CP524,2025-07-13,1.82,,1.77,1.76
2826,Vb-461.CP524-MNDE-RMS,461.CP524,2025-07-13,0.76,,1.82,1.83
2827,Vb-461.CP526-CDE-RMS,461.CP526,2025-07-13,2.08,,3.24,3.2
2828,Vb-461.CP526-CNDE-RMS,461.CP526,2025-07-13,2.08,,4.51,2.64
2829,Vb-461.CP526-MDE-RMS,461.CP526,2025-07-13,0.9,,1.39,2.31
2830,Vb-461.CP526-MNDE-RMS,461.CP526,2025-07-13,0.87,,1.65,2.39
2831,Vb-111.CP400-CDE-RMS,111.CP400,2025-06-17,2.42,,3.57,3.29
2832,Vb-111.CP400-CNDE-RMS,111.CP400,2025-06-17,2.92,,4.9,3.68
2833,Vb-111.CP400-MDE-RMS,111.CP400,2025-06-17,2.03,,3.86,3.93
2834,Vb-111.CP400-MNDE-RMS,111.CP400,2025-06-17,2.31,,1.79,3.15
2835,Vb-331.FN400-FDE-RMS,331.FN400,2025-07-08,0.93,,0.98,0.4
2836,Vb-331.FN400-FNDE-RMS,331.FN400,2025-07-08,,,1.13,0.67
2837,Vb-331.FN400-MDE-RMS,331.FN400,2025-07-08,0.5,,0.65,0.27
2838,Vb-331.FN400-MNDE-RMS,331.FN400,2025-07-08,0.52,,0.5,0.55
2839,Vb-441.FN.590-FDE-RMS,441.FN590,2025-07-07,0.77,,0.29,0.23
2840,Vb-441.FN.590-FNDE-RMS,441.FN590,2025-07-07,0.4,,0.52,0.45
2841,Vb-441.FN.590-MDE-RMS,441.FN590,2025-07-07,0.58,,0.49,0.41
2842,Vb-441.FN.590-MNDE-RMS,441.FN590,2025-07-07,0.23,,0.22,0.1
2843,Vb-441.FN.590-S1DE-RMS,441.FN590,2025-07-07,0.56,,0.25,0.23
2844,Vb-441.FN.590-S1NDE-RMS,441.FN590,2025-07-07,0.14,,0.23,0.32
2845,Vb-441.FN.590-S2DE-RMS,441.FN590,2025-07-07,0.78,,0.28,0.29
2846,Vb-441.FN.590-S2NDE-RMS,441.FN590,2025-07-07,0.59,,0.3,0.2
2847,Vb-461.PP515-MDE-RMS,461.PP515,2025-08-06,0.11,,0.3,0.27
2848,Vb-461.PP515-MNDE-RMS,461.PP515,2025-08-06,0.11,,0.17,0.23
2849,Vb-461.PP515-PDE-RMS,461.PP515,2025-08-06,1.03,,1.14,1.91
2850,Vb-461.PP515-PNDE-RMS,461.PP515,2025-08-06,1,,1.06,0.94
2851,Vb-461.PP513-MDE-RMS,461.PP513,2025-07-13,0.15,,0.56,0.45
2852,Vb-461.PP513-MNDE-RMS,461.PP513,2025-07-13,0.19,,0.49,0.17
2853,Vb-461.PP513-PDE-RMS,461.PP513,2025-07-13,0.79,,2.04,1.12
2854,Vb-461.PP513-PNDE-RMS,461.PP513,2025-07-13,0.75,,1.47,0.79
2855,Vb-331.FN110-FDE-RMS,331.FN110,2025-07-08,1.42,,1.07,1.04
2856,Vb-331.FN110-FNDE-RMS,331.FN110,2025-07-08,1.73,,1.34,0.7
2857,Vb-331.FN110-MDE-RMS,331.FN110,2025-07-08,0.32,,2.02,1.84
2858,Vb-331.FN110-MNDE-RMS,331.FN110,2025-07-08,0.54,,0.82,1.06
2859,Vb-431.MD140-MDE-RMS,431.MD140,2025-07-13,0.53,,0.34,0.15
2860,Vb-431.MD140-MNDE-RMS,431.MD140,2025-07-13,0.41,,0.39,0.26
2861,Vb-431.MD140-S1DE-RMS,431.MD140,2025-07-13,0.66,,0.43,0.29
2862,Vb-431.MD140-S1NDE-RMS,431.MD140,2025-07-13,0.63,,0.42,0.3
2863,Vb-431.MD140-S2DE-RMS,431.MD140,2025-07-13,0.62,,0.41,0.26
2864,Vb-431.MD140-S2NDE-RMS,431.MD140,2025-07-13,0.65,,0.41,0.38
2865,Vb-431.MD140-S3DE-RMS,431.MD140,2025-07-13,0.68,,0.36,0.31
2866,Vb-431.MD140-S3NDE-RMS,431.MD140,2025-07-13,0.63,,0.42,0.38
2867,Vb-431.MD140-S4DE-RMS,431.MD140,2025-07-13,1.14,,0.38,0.27
2868,Vb-431.MD140-S4NDE-RMS,431.MD140,2025-07-13,0.72,,0.31,0.26
2869,Vb-431.MD160-MDE-RMS,431.MD160,2025-07-13,0.35,,0.41,0.26
2870,Vb-431.MD160-MNDE-RMS,431.MD160,2025-07-13,0.32,,0.35,0.31
2871,Vb-431.MD160-S1DE-RMS,431.MD160,2025-07-13,0.48,,0.46,0.32
2872,Vb-431.MD160-S1NDE-RMS,431.MD160,2025-07-13,0.57,,0.41,0.34
2873,Vb-431.MD160-S2DE-RMS,431.MD160,2025-07-13,0.43,,0.33,0.22
2874,Vb-431.MD160-S2NDE-RMS,431.MD160,2025-07-13,0.5,,0.49,0.35
2875,Vb-431.MD160-S3DE-RMS,431.MD160,2025-07-13,0.53,,0.38,0.42
2876,Vb-431.MD160-S3NDE-RMS,431.MD160,2025-07-13,0.48,,0.33,0.38
2877,Vb-431.MD160-S4DE-RMS,431.MD160,2025-07-13,0.69,,0.43,0.28
2878,Vb-431.MD160-S4NDE-RMS,431.MD160,2025-07-13,0.45,,0.45,0.24
2879,Vb-431.FN171-FDE-RMS,431.FN171,2025-07-10,0.81,,0.69,0.47
2880,Vb-431.FN171-FNDE-RMS,431.FN171,2025-07-10,0.78,,0.65,0.68
2881,Vb-431.FN171-MDE-RMS,431.FN171,2025-07-10,1.05,,0.93,0.9
2882,Vb-431.FN171-MNDE-RMS,431.FN171,2025-07-10,1.42,,0.5,1.12
2883,Vb-431.FN176-FDE-RMS,431.FN176,2025-07-07,0.31,,0.47,0.41
2884,Vb-431.FN176-FNDE-RMS,431.FN176,2025-07-07,1.16,,0.65,0.62
2885,Vb-431.FN176-MDE-RMS,431.FN176,2025-07-07,0.31,,0.7,0.64
2886,Vb-431.FN176-MNDE-RMS,431.FN176,2025-07-07,0.75,,0.41,0.52
2887,Vb-111.HC100-MDE-RMS,111.HC100,2025-06-17,0.89,,1.94,1.54
2888,Vb-111.HC100-MNDE-RMS,111.HC100,2025-06-17,0.49,,1.72,0.38
2889,Vb-111.HC100-RDE-RMS,111.HC100,2025-06-17,1.65,,2.15,1.85
2890,Vb-111.HC100-RNDE-RMS,111.HC100,2025-06-17,2.73,,3.55,3.51
2891,Vb-111.HC100-S1DE-RMS,111.HC100,2025-06-17,1.35,,1.22,0.73
2892,Vb-111.HC100-S1NDE-RMS,111.HC100,2025-06-17,1.37,,1.65,0.69
2893,Vb-111.HC100-S2DE-RMS,111.HC100,2025-06-17,1.53,,1.2,1.06
2894,Vb-111.HC100-S2NDE-RMS,111.HC100,2025-06-17,1.33,,1.46,1
2895,Vb-461.FN400-FDE-RMS,461.FN400,2025-07-13,0.86,,1.49,0.92
2896,Vb-461.FN400-FNDE-RMS,461.FN400,2025-07-13,0.96,,1.29,0.8
2897,Vb-461.FN400-MDE-RMS,461.FN400,2025-07-13,0.29,,1.06,0.8
2898,Vb-461.FN400-MNDE-RMS,461.FN400,2025-07-13,1.04,,0.69,0.74
2899,Vb-641.BE050-MDE-RMS,641.BE050,2025-06-26,4.34,,4.33,4.16
2900,Vb-641.BE050-MNDE-RMS,641.BE050,2025-06-26,5.7,,6.17,4.53
2901,Vb-641.BE050-S1-RMS,641.BE050,2025-06-26,4.31,,3.02,5.25
2902,Vb-641.BE050-S3-RMS,641.BE050,2025-06-26,3.23,,4,4.04
2903,Vb-642.BE050-MDE-RMS,642.BE050,2025-06-26,3.56,,3.29,4.11
2904,Vb-642.BE050-MNDE-RMS,642.BE050,2025-06-26,5.46,,4.44,5.96
2905,Vb-642.BE050-S1-RMS,642.BE050,2025-06-26,4.38,,2.22,5.21
2906,Vb-642.BE050-S3-RMS,642.BE050,2025-06-26,3.52,,3.7,3.78
2907,Vb-643.BE050-MDE-RMS,643.BE050,2025-06-26,4.37,,2.57,2.57
2908,Vb-643.BE050-MNDE-RMS,643.BE050,2025-06-26,4.64,,3.52,3.58
2909,,643.BE050,2025-06-26,4.01,,1.93,3.11
2910,,643.BE050,2025-06-26,1.93,,3.13,3.28
2911,,643.BE050,2025-06-26,,,3.09,3.42
2912,Vb-644.BE050-MDE-RMS,644.BE050,2025-06-26,3.65,,3.67,2.79
2913,Vb-644.BE050-MNDE-RMS,644.BE050,2025-06-26,4.13,,3.17,4.76
2914,Vb-644.BE050-S1-RMS,644.BE050,2025-06-26,2.85,,2.28,2.35
2915,Vb-644.BE050-S3-RMS,644.BE050,2025-06-26,2.91,,3.82,3.31
2916,Vb-645.BE050-MDE-RMS,645.BE050,2025-06-26,3.36,,3.37,2.66
2917,Vb-645.BE050-MNDE-RMS,645.BE050,2025-06-26,3.11,,4.54,3.51
2918,Vb-645.BE050-S1-RMS,645.BE050,2025-06-26,2.9,,2.49,3.01
2919,Vb-645.BE050-S3-RMS,645.BE050,2025-06-26,3.14,,3.03,3.31
2920,Vb-646.BE050-MDE-RMS,646.BE050,2025-06-26,6.44,,3.4,3.84
2921,Vb-646.BE050-MNDE-RMS,646.BE050,2025-06-26,6.98,,3.88,4.68
2922,Vb-646.BE050-S1-RMS,646.BE050,2025-06-26,7.15,,2.8,4.06
2923,Vb-646.BE050-S3-RMS,646.BE050,2025-06-26,3.14,,6.33,3.64
2924,Vb-641.FN.952-FDE-RMS,641.FN952,2025-07-31,8.58,,4.44,8.53
2925,Vb-641.FN.952-FNDE-RMS,641.FN952,2025-07-31,8.64,,6.45,5.23
2926,Vb-641.FN.952-MDE-RMS,641.FN952,2025-07-31,,,8.37,3.73
2927,Vb-641.FN.952-MNDE-RMS,641.FN952,2025-07-31,5.06,,7,4.09
2928,Vb-642.FN.952-FDE-RMS,642.FN952,2025-07-31,1.23,,1.53,2.42
2929,Vb-642.FN.952-FNDE-RMS,642.FN952,2025-07-31,1.76,,1.39,1.07
2930,Vb-642.FN.952-MDE-RMS,642.FN952,2025-07-05,1.21,,,
2931,Vb-642.FN.952-MDE-RMS,642.FN952,2025-07-31,,,1.66,2.93
2932,Vb-642.FN.952-MNDE-RMS,642.FN952,2025-07-31,1.72,,1.42,1.96
2933,Vb-643.FN.952-FDE-RMS,643.FN952,2025-07-31,22.37,,6,10.73
2934,Vb-643.FN.952-FNDE-RMS,643.FN952,2025-07-31,25.68,,10.06,10.01
2935,Vb-643.FN.952-MDE-RMS,643.FN952,2025-07-31,,,13.39,4.31
2936,Vb-643.FN.952-MNDE-RMS,643.FN952,2025-07-31,10.83,,7.74,3.95
2937,Vb-644.FN.952-FDE-RMS,644.FN952,2025-07-30,2.7,,5.08,5.39
2938,Vb-644.FN.952-FNDE-RMS,644.FN952,2025-07-30,3.19,,2.94,4.3
2939,Vb-644.FN.952-MDE-RMS,644.FN952,2025-07-30,3.44,,4.56,3.35
2940,Vb-644.FN.952-MNDE-RMS,644.FN952,2025-07-30,4.01,,3.75,3.79
2941,Vb-645.FN.952-FDE-RMS,645.FN952,2025-07-30,5.91,,3.7,3.82
2942,Vb-645.FN.952-FNDE-RMS,645.FN952,2025-07-30,6.3,,2.28,3.67
2943,Vb-645.FN.952-MDE-RMS,645.FN952,2025-06-05,10.05,,,
2944,Vb-645.FN.952-MDE-RMS,645.FN952,2025-07-30,,,3.83,3.29
2945,Vb-645.FN.952-MNDE-RMS,645.FN952,2025-07-30,2.54,,3.69,3.91
2946,Vb-646.FN.952-FDE-RMS,646.FN952,2025-07-30,3.85,,5.22,2.56
2947,Vb-646.FN.952-FNDE-RMS,646.FN952,2025-07-30,2.73,,7.25,3.52
2948,Vb-646.FN.952-MDE-RMS,646.FN952,2025-07-30,,,2.49,4.78
2949,Vb-646.FN.952-MNDE-RMS,646.FN952,2025-07-30,6.8,,3.88,7.91
2950,Vb-431.FN560-MDE-RMS,431.FN560,2025-07-13,2.48,,1.07,0.91
2951,Vb-431.FN560-MNDE-RMS,431.FN560,2025-07-13,2.33,,3.58,2.61
2952,Vb-451.FN010-FDE-RMS,451.FN010,2025-07-08,1.84,,0.57,1.41
2953,Vb-451.FN010-FNDE-RMS,451.FN010,2025-07-08,2.43,,1.5,1.46
2954,Vb-451.FN010-MDE-RMS,451.FN010,2025-07-08,0.96,,1.44,1
2955,Vb-451.FN010-MNDE-RMS,451.FN010,2025-07-08,1.2,,0.54,0.29
2956,Vb-321.MD140-GBHSS0,321.MD140,2025-07-08,,1.66,,
2957,Vb-321.MD140-GBHSS1,321.MD140,2025-07-08,,4.01,,
2958,Vb-321.MD140-GBHSS6,321.MD140,2025-07-08,,2.48,,
2959,Vb-321.MD140-MDE-RMS,321.MD140,2025-07-08,1.31,,2.11,2.5
2960,Vb-321.MD140-MNDE-RMS,321.MD140,2025-07-08,1.29,,0.95,2.02
2961,Vb-321.MD140-RG2,321.MD140,2025-07-08,,1.29,,
2962,Vb-321.MD140-RG3,321.MD140,2025-07-08,,1.55,,
2963,Vb-321.MD140-RG4,321.MD140,2025-07-08,,1.55,,
2964,Vb-321.MD140-RG5,321.MD140,2025-07-08,,1.59,,
2965,Vb-321.FN400-FDE-RMS,321.FN400,2025-07-08,1,,1.48,0.79
2966,Vb-321.FN400-FNDE-RMS,321.FN400,2025-07-08,1.25,,1.67,0.62
2967,Vb-321.FN400-MDE-RMS,321.FN400,2025-07-08,0.23,,0.7,0.59
2968,Vb-321.FN400-MNDE-RMS,321.FN400,2025-07-08,0.26,,0.54,0.39
2969,Vb-321.FN125-FDE-RMS,321.FN125,2025-07-08,11.89,,9.38,4.55
2970,Vb-321.FN125-FNDE-RMS,321.FN125,2025-07-08,5.94,,9.18,4.22
2971,Vb-321.FN125-MDE-RMS,321.FN125,2025-07-08,,,9.86,4.58
2972,Vb-321.FN125-MNDE-RMS,321.FN125,2025-07-08,8.34,,10.85,6.28
2973,Vb-531.FN530-FDE-RMS,531.FN530,2025-07-30,1.3,,0.99,1.97
2974,Vb-531.FN530-FNDE-RMS,531.FN530,2025-07-30,0.9,,1.13,1.1
2975,Vb-531.FN530-MDE-RMS,531.FN530,2025-07-30,1.17,,0.98,1.05
2976,Vb-531.FN530-MNDE-RMS,531.FN530,2025-07-30,0.81,,0.89,0.83
2977,Vb-532.FN530-FDE-RMS,532.FN530,2025-07-30,1.13,,1.22,0.87
2978,Vb-532.FN530-FNDE-RMS,532.FN530,2025-07-30,1.21,,2.89,3.43
2979,Vb-532.FN530-MDE-RMS,532.FN530,2025-07-30,0.83,,0.76,0.86
2980,Vb-532.FN530-MNDE-RMS,532.FN530,2025-07-30,0.59,,0.65,0.69
2981,Vb-531.MD302-MDE-RMS,531.MD302,2025-06-25,0.55,,1.22,1.4
2982,Vb-531.MD302-MNDE-RMS,531.MD302,2025-06-25,1,,2.02,1.26
2983,Vb-531.MD302-S1DE-RMS,531.MD302,2025-06-25,0.61,,1.03,0.69
2984,Vb-531.MD302-S1NDE-RMS,531.MD302,2025-06-25,0.7,,1.47,1.09
2985,Vb-531.MD302-S2DE-RMS,531.MD302,2025-06-25,1.19,,1.06,1.05
2986,Vb-531.MD302-S2NDE-RMS,531.MD302,2025-06-25,0.56,,1.28,0.93
2987,Vb-532.MD302-MDE-RMS,532.MD302,2025-06-25,0.63,,1.53,1.02
2988,Vb-532.MD302-MNDE-RMS,532.MD302,2025-06-25,0.81,,1.37,1.48
2989,Vb-532.MD302-S1DE-RMS,532.MD302,2025-06-25,0.57,,0.81,1.34
2990,Vb-532.MD302-S1NDE-RMS,532.MD302,2025-06-25,0.75,,1.07,0.79
2991,Vb-532.MD302-S2DE-RMS,532.MD302,2025-06-25,0.57,,1.24,0.99
2992,Vb-532.MD302-S2NDE-RMS,532.MD302,2025-06-25,0.77,,1.28,0.72
2993,Vb-531.FN380-FDE-RMS,531.FN380,2025-07-14,1.06,,1.02,1.27
2994,Vb-531.FN380-FNDE-RMS,531.FN380,2025-07-14,0.97,,2.42,0.89
2995,Vb-531.FN380-MDE-RMS,531.FN380,2025-07-14,0.36,,0.9,0.55
2996,Vb-531.FN380-MNDE-RMS,531.FN380,2025-07-14,0.37,,1.05,0.7
2997,Vb-532.FN380-FDE-RMS,532.FN380,2025-07-30,1.18,,0.38,0.38
2998,Vb-532.FN380-FNDE-RMS,532.FN380,2025-07-30,0.91,,0.81,0.79
2999,Vb-532.FN380-MDE-RMS,532.FN380,2025-07-30,0.48,,0.4,0.39
3000,Vb-532.FN380-MNDE-RMS,532.FN380,2025-07-30,0.59,,0.45,0.61
3001,Vb-613.BL300-BLDE-RMS,613.BL300,2025-07-30,13.81,,6.33,4.39
3002,Vb-613.BL300-BLNDE-RMS,613.BL300,2025-07-30,5.05,,9.32,8.3
3003,Vb-613.BL300-MDE-RMS,613.BL300,2025-07-30,1.99,,8.81,5.86
3004,Vb-613.BL300-MNDE-RMS,613.BL300,2025-07-30,5.89,,5.4,4.72
3005,Vb-352.BL110-BLDE-RMS,352.BL110,2025-07-29,3.31,,6.79,5.93
3006,Vb-352.BL110-BLNDE-RMS,352.BL110,2025-07-29,4.65,,6.04,5.93
3007,Vb-352.BL110-MDE-RMS,352.BL110,2025-07-29,3.2,,4.9,5.51
3008,Vb-352.BL110-MNDE-RMS,352.BL110,2025-07-29,1.35,,2.94,2.24
3009,Vb-342.BL300-BLDE-RMS,342.BL300,2025-07-29,3.47,,1.76,1.9
3010,Vb-342.BL300-BLNDE-RMS,342.BL300,2025-07-29,3.89,,2.03,2.04
3011,Vb-342.BL300-MDE-RMS,342.BL300,2025-07-29,6.27,,2.43,2.5
3012,Vb-342.BL300-MNDE-RMS,342.BL300,2025-07-29,4.92,,2.59,2.63
3013,Vb-342.BL305-BLDE-RMS,342.BL305,2025-07-29,4.86,,2.83,2.86
3014,Vb-342.BL305-BLNDE-RMS,342.BL305,2025-07-29,4.91,,3.96,3.46
3015,Vb-342.BL305-MDE-RMS,342.BL305,2025-07-29,4.43,,2.64,3.32
3016,Vb-342.BL305-MNDE-RMS,342.BL305,2025-07-29,3.31,,2.64,3.22
3017,Vb-342.BL310-BLDE-RMS,342.BL310,2025-07-29,5.52,,2.01,2.37
3018,Vb-342.BL310-BLNDE-RMS,342.BL310,2025-07-29,4.23,,3.2,3.27
3019,Vb-342.BL310-MDE-RMS,342.BL310,2025-07-29,5,,2.09,4.09
3020,Vb-342.BL310-MNDE-RMS,342.BL310,2025-07-29,1.19,,2.94,3.06
3021,Vb-466.BL585-BLDE-RMS,466.BL585,2025-07-29,9.46,,7.59,7.85
3022,Vb-466.BL585-BLNDE-RMS,466.BL585,2025-07-29,6.26,,6.12,6.14
3023,Vb-466.BL585-MDE-RMS,466.BL585,2025-07-29,1.19,,3.99,3.08
3024,Vb-466.BL585-MNDE-RMS,466.BL585,2025-07-29,3.03,,2.71,2.89
3025,Vb-466.BL630-BLDE-RMS,466.BL630,2025-07-29,7.07,,5.48,5.51
3026,Vb-466.BL630-BLNDE-RMS,466.BL630,2025-07-29,6.52,,8.02,6.57
3027,Vb-466.BL630-MDE-RMS,466.BL630,2025-07-29,2.51,,4.13,4.61
3028,Vb-466.BL630-MNDE-RMS,466.BL630,2025-07-29,5.12,,4.01,4.76
3029,Vb-462.FN450-FDE-RMS,462.FN450,2025-07-29,0.34,,0.1,0.7
3030,Vb-462.FN450-FNDE-RMS,462.FN450,2025-07-29,0.85,,0.11,0.1
3031,Vb-462.FN450-MDE-RMS,462.FN450,2025-07-29,0.24,,0.15,0.1
3032,Vb-462.FN450-MNDE-RMS,462.FN450,2025-07-29,0.08,,0.1,0.06
3033,Vb-342.BE050-MDE-RMS,342.BE050,2025-06-29,2.3,,2.65,2.24
3034,Vb-342.BE050-MNDE-RMS,342.BE050,2025-06-29,2.47,,4.76,4.45
3035,Vb-342.BE050-S1NDE-RMS,342.BE050,2025-06-29,1.42,,3.21,2.5
3036,Vb-342.BE050-S2NDE-RMS,342.BE050,2025-06-29,2.2,,2.16,2.17
3037,Vb-342.BE050-S3DE-RMS,342.BE050,2025-06-29,2.26,,1.48,2.26
3038,Vb-342.BE050-S3NDE-RMS,342.BE050,2025-06-29,2.07,,1.72,3.03
3039,Vb-352.BE340-MDE-RMS,352.BE340,2025-06-18,2.73,,3.66,4.62
3040,Vb-352.BE340-MNDE-RMS,352.BE340,2025-06-18,2.36,,5.03,5.81
3041,Vb-352.BE340-S1NDE-RMS,352.BE340,2025-06-18,2.15,,1.95,2.95
3042,Vb-352.BE340-S2NDE-RMS,352.BE340,2025-06-18,2.01,,1.63,2.21
3043,Vb-352.BE340-S3DE-RMS,352.BE340,2025-06-18,1.94,,2.41,2.62
3044,Vb-352.BE340-S3NDE-RMS,352.BE340,2025-06-18,1.8,,2.02,2.71
